id,GenTauID,RecoTauID
247300,2,2
247301,2,3
247310,0,0
247311,-11,-11
247320,1,1
247321,-13,-13
247330,1,1
247331,1,1
247340,1,-20
247341,0,0
247350,-11,-11
247351,1,1
247360,0,0
247361,1,1
247370,10,10
247371,1,1
247380,1,2
247381,0,0
247390,11,-2
247391,10,10
247400,0,0
247401,10,-11
247410,2,2
247411,-13,-13
247420,-11,-2
247421,-11,-11
247430,-13,-13
247431,0,0
247440,1,2
247441,-13,-13
247450,11,-2
247451,1,-20
247460,11,11
247461,0,-2
247470,10,10
247471,0,0
247480,-11,-11
247481,-13,-13
247490,1,1
247491,-11,-2
247500,10,10
247501,0,-20
247510,2,2
247511,2,2
247520,10,-20
247521,1,2
247530,-13,-13
247531,-11,-11
247540,-13,-13
247541,0,-20
247550,-13,-13
247551,-11,-11
247560,2,-2
247561,1,-2
247570,1,2
247571,10,-2
247580,1,1
247581,0,0
247590,-11,-11
247591,10,10
247600,1,1
247601,10,10
247610,-13,-13
247611,-11,-11
247620,10,-2
247621,-11,-11
247630,1,1
247631,-11,-11
247640,0,0
247641,1,1
247650,10,-2
247651,-11,-11
247660,1,1
247661,-11,-11
247670,-13,-13
247671,2,2
247680,-11,-11
247681,-13,-13
247690,-13,-13
247691,0,0
247700,0,0
247701,0,0
247710,1,-11
247711,-11,-11
247720,1,1
247721,-13,-13
247730,10,-2
247731,0,0
247740,1,1
247741,-13,-13
247750,1,1
247751,-13,-13
247760,-13,-13
247761,0,0
247770,1,1
247771,0,0
247780,-11,-2
247781,1,1
247790,1,-11
247791,-11,-11
247800,1,0
247801,2,1
247810,12,12
247811,0,0
247820,1,1
247821,-11,-11
247830,2,1
247831,2,2
247840,-13,0
247841,-13,-13
247850,2,2
247851,-13,-13
247860,1,1
247861,-13,-13
247870,2,2
247871,1,1
247880,1,1
247881,11,2
247890,10,10
247891,10,10
247900,1,1
247901,1,-11
247910,-11,-11
247911,2,2
247920,10,-2
247921,0,-2
247930,-11,-11
247931,-13,0
247940,-11,-11
247941,0,0
247950,0,0
247951,-13,-13
247960,2,3
247961,-13,-13
247970,-13,-13
247971,0,0
247980,2,2
247981,10,10
247990,-13,-13
247991,2,1
248000,-13,-13
248001,-11,-11
248010,-13,-13
248011,10,10
248020,-11,-11
248021,2,2
248030,0,0
248031,1,1
248040,1,1
248041,0,-2
248050,11,-13
248051,1,1
248060,-13,-13
248061,-11,-11
248070,0,0
248071,-11,-11
248080,0,0
248081,2,2
248090,-13,-13
248091,10,10
248100,-11,-2
248101,0,0
248110,1,2
248111,1,1
248120,0,0
248121,2,-2
248130,-13,-13
248131,-11,-11
248140,0,0
248141,-13,-2
248150,0,1
248151,2,2
248160,1,-2
248161,1,-2
248170,1,1
248171,10,10
248180,11,11
248181,-13,-13
248190,1,1
248191,11,11
248200,0,-2
248201,0,-2
248210,10,-2
248211,-13,-2
248220,10,-11
248221,1,2
248230,10,-20
248231,0,0
248240,2,2
248241,0,0
248250,-13,-13
248251,-11,-11
248260,-13,-13
248261,1,1
248270,-13,-13
248271,1,1
248280,-11,-11
248281,-13,-13
248290,2,3
248291,1,1
248300,-13,-13
248301,-11,-11
248310,2,2
248311,-11,-11
248320,-13,-13
248321,0,10
248330,1,10
248331,-11,-11
248340,11,-11
248341,-13,-13
248350,2,2
248351,1,1
248360,1,1
248361,0,-2
248370,-13,-13
248371,3,3
248380,-11,-11
248381,-11,-11
248390,-11,-11
248391,-13,-13
248400,1,1
248401,11,-2
248410,1,1
248411,-13,-13
248420,0,-2
248421,2,-11
248430,2,-20
248431,11,12
248440,1,0
248441,-13,-13
248450,2,2
248451,1,2
248460,1,2
248461,-11,-11
248470,-11,-11
248471,-11,-11
248480,-13,-13
248481,10,-2
248490,1,1
248491,1,1
248500,1,1
248501,1,2
248510,-13,-13
248511,0,1
248520,1,1
248521,-13,-13
248530,-13,-13
248531,10,10
248540,10,10
248541,-13,-13
248550,1,-11
248551,0,0
248560,2,2
248561,-11,-11
248570,-11,-11
248571,1,1
248580,1,1
248581,11,11
248590,-11,-11
248591,-11,-2
248600,10,10
248601,1,-11
248610,2,2
248611,10,10
248620,11,11
248621,2,2
248630,11,11
248631,-13,-2
248640,10,10
248641,-13,-13
248650,-11,-11
248651,2,2
248660,0,0
248661,-11,-2
248670,1,-2
248671,-11,-2
248680,-11,-11
248681,11,-20
248690,1,1
248691,-11,-11
248700,-13,-13
248701,0,-20
248710,3,1
248711,0,0
248720,1,-2
248721,-13,-13
248730,-11,-11
248731,0,0
248740,-13,-13
248741,-13,-13
248750,10,-20
248751,1,-11
248760,10,-20
248761,1,-11
248770,1,-2
248771,-13,-13
248780,-11,-11
248781,-13,-13
248790,1,1
248791,10,-20
248800,0,0
248801,0,0
248810,1,1
248811,11,-2
248820,10,-20
248821,2,2
248830,1,-11
248831,1,-2
248840,-11,-11
248841,-13,-13
248850,2,2
248851,10,10
248860,-11,-11
248861,10,-2
248870,-11,-2
248871,0,-20
248880,-13,-13
248881,1,1
248890,1,-2
248891,2,2
248900,-11,-11
248901,11,-13
248910,-11,-11
248911,10,-2
248920,1,1
248921,11,-11
248930,-11,-11
248931,-13,-13
248940,1,1
248941,10,11
248950,10,10
248951,-11,-11
248960,10,10
248961,-11,-11
248970,10,-2
248971,-11,0
248980,11,11
248981,0,-20
248990,1,2
248991,2,-2
249000,-11,-11
249001,10,-20
249010,1,-20
249011,1,2
249020,0,0
249021,0,0
249030,2,2
249031,-11,-2
249040,12,-2
249041,0,0
249050,2,2
249051,1,-20
249060,1,-2
249061,1,-2
249070,-11,-11
249071,1,1
249080,10,10
249081,10,10
249090,-13,-13
249091,-13,0
249100,10,-11
249101,11,-2
249110,2,-11
249111,-13,-13
249120,11,11
249121,2,1
249130,0,0
249131,2,-11
249140,-11,-11
249141,11,11
249150,-11,-11
249151,11,-11
249160,1,1
249161,-13,0
249170,0,0
249171,-13,-13
249180,-11,-11
249181,11,11
249190,1,1
249191,10,10
249200,0,-13
249201,1,1
249210,0,0
249211,1,1
249220,2,1
249221,-11,0
249230,1,-11
249231,-13,-13
249240,0,0
249241,1,1
249250,1,1
249251,-13,-13
249260,-11,-11
249261,0,1
249270,2,2
249271,11,12
249280,1,1
249281,1,2
249290,-11,-11
249291,-11,-11
249300,10,10
249301,-13,-13
249310,0,0
249311,1,1
249320,-11,-11
249321,-13,-13
249330,2,2
249331,-13,-13
249340,-13,-13
249341,-13,-13
249350,10,-11
249351,0,0
249360,11,11
249361,-11,-11
249370,-11,1
249371,-11,-11
249380,0,0
249381,-11,-11
249390,-11,-2
249391,-13,-13
249400,1,1
249401,11,-2
249410,10,-2
249411,11,11
249420,-13,-13
249421,-13,-13
249430,-11,-11
249431,0,1
249440,-11,-11
249441,1,1
249450,0,0
249451,-13,-13
249460,-13,-13
249461,2,2
249470,-13,-13
249471,10,10
249480,-11,-2
249481,-13,-2
249490,11,11
249491,-11,-11
249500,10,10
249501,-11,-11
249510,-11,-11
249511,1,1
249520,11,11
249521,1,1
249530,2,2
249531,1,1
249540,-13,-13
249541,1,-2
249550,2,-2
249551,1,1
249560,-13,-13
249561,10,10
249570,-11,-11
249571,11,11
249580,10,-2
249581,-11,-11
249590,2,2
249591,0,0
249600,0,-20
249601,1,1
249610,0,0
249611,-11,-11
249620,-11,-2
249621,0,0
249630,2,2
249631,1,1
249640,2,2
249641,-11,-11
249650,10,-2
249651,1,1
249660,1,1
249661,10,-11
249670,1,-20
249671,10,10
249680,2,2
249681,2,-20
249690,-13,-13
249691,1,1
249700,-11,-11
249701,1,1
249710,1,-2
249711,1,1
249720,-13,-13
249721,-13,-13
249730,0,-11
249731,1,1
249740,1,-13
249741,-11,1
249750,10,10
249751,-11,-11
249760,2,2
249761,0,0
249770,1,1
249771,2,-11
249780,10,10
249781,10,-2
249790,2,-11
249791,1,-11
249800,1,1
249801,-13,-13
249810,1,1
249811,0,0
249820,2,2
249821,11,-11
249830,1,1
249831,2,2
249840,10,-20
249841,-13,-13
249850,1,1
249851,-13,-13
249860,1,1
249861,1,1
249870,-13,-13
249871,2,-20
249880,-11,-11
249881,-11,-11
249890,1,1
249891,10,10
249900,1,-2
249901,-13,-13
249910,-11,-11
249911,3,-11
249920,10,1
249921,-11,-11
249930,-13,-13
249931,1,1
249940,-11,-11
249941,1,1
249950,10,10
249951,1,-2
249960,-13,-13
249961,-13,-13
249970,11,-1
249971,-11,-11
249980,1,2
249981,1,1
249990,1,1
249991,3,2
250000,-11,-11
250001,2,3
250010,2,2
250011,-13,-13
250020,1,1
250021,-11,-11
250030,1,1
250031,10,10
250040,-13,-13
250041,-11,-11
250050,1,1
250051,2,2
250060,1,1
250061,2,2
250070,-11,-11
250071,2,-11
250080,1,2
250081,-11,-11
250090,1,-2
250091,0,0
250100,1,1
250101,-13,-13
250110,1,1
250111,1,-2
250120,1,1
250121,-11,-11
250130,1,1
250131,-11,-11
250140,1,1
250141,1,-11
250150,-11,-11
250151,1,1
250160,11,-2
250161,-11,-11
250170,-13,-13
250171,10,-2
250180,11,-2
250181,-13,-13
250190,2,-2
250191,-11,-11
250200,-13,-13
250201,1,2
250210,1,1
250211,-11,-11
250220,1,-2
250221,1,2
250230,10,10
250231,-11,-11
250240,0,0
250241,-13,-13
250250,1,1
250251,3,3
250260,-11,-11
250261,0,-2
250270,10,-2
250271,11,-2
250280,-11,-11
250281,-11,-11
250290,1,1
250291,1,2
250300,-11,-11
250301,-11,-11
250310,-11,-11
250311,1,1
250320,-11,-11
250321,2,2
250330,1,1
250331,-13,-13
250340,2,2
250341,-11,-11
250350,2,2
250351,-13,-2
250360,0,-2
250361,1,1
250370,-11,-11
250371,1,1
250380,0,0
250381,-11,-11
250390,0,-20
250391,1,1
250400,1,2
250401,1,1
250410,-13,-13
250411,-13,-13
250420,2,2
250421,-11,-2
250430,0,0
250431,-11,-11
250440,10,13
250441,-13,-13
250450,10,10
250451,2,-2
250460,10,10
250461,2,2
250470,10,-20
250471,-13,-13
250480,1,-2
250481,-11,-11
250490,-13,-13
250491,1,-20
250500,3,3
250501,11,-20
250510,1,1
250511,0,0
250520,-11,-11
250521,2,-2
250530,1,3
250531,2,2
250540,-13,-13
250541,1,1
250550,2,1
250551,-13,-13
250560,-11,-11
250561,1,1
250570,0,-2
250571,2,-2
250580,2,2
250581,0,-20
250590,10,-2
250591,-13,0
250600,12,13
250601,0,0
250610,1,1
250611,3,3
250620,1,1
250621,10,-2
250630,10,10
250631,-13,-13
250640,-11,-11
250641,-11,-11
250650,1,1
250651,1,1
250660,11,12
250661,-13,-13
250670,11,12
250671,0,0
250680,1,-1
250681,10,-13
250690,10,10
250691,0,0
250700,0,0
250701,2,2
250710,2,2
250711,11,11
250720,10,-20
250721,-13,-13
250730,2,2
250731,10,10
250740,11,11
250741,0,0
250750,-11,1
250751,10,10
250760,1,1
250761,-11,2
250770,0,0
250771,-13,-13
250780,0,0
250781,0,-2
250790,-13,-13
250791,1,1
250800,-13,-13
250801,1,1
250810,-11,1
250811,11,-2
250820,-11,-11
250821,10,12
250830,0,0
250831,-13,-13
250840,1,1
250841,-11,-11
250850,0,0
250851,11,10
250860,-13,-13
250861,-13,0
250870,0,0
250871,-13,-13
250880,-11,-11
250881,3,3
250890,1,2
250891,-13,0
250900,1,3
250901,-11,-11
250910,1,1
250911,-13,-13
250920,1,1
250921,10,-2
250930,-11,-2
250931,-11,1
250940,1,1
250941,0,0
250950,2,2
250951,-11,-11
250960,1,1
250961,-11,-2
250970,-11,-11
250971,-13,-13
250980,-13,-2
250981,2,2
250990,2,2
250991,0,0
251000,-11,-11
251001,0,1
251010,-13,-13
251011,0,0
251020,1,1
251021,10,-2
251030,10,10
251031,-11,-11
251040,-13,-13
251041,-13,-13
251050,11,11
251051,-11,-11
251060,1,1
251061,1,1
251070,-11,-2
251071,1,2
251080,1,1
251081,-13,-2
251090,-13,0
251091,1,1
251100,1,1
251101,-13,-13
251110,-11,-11
251111,-11,-11
251120,-13,-13
251121,10,-20
251130,-13,-13
251131,1,1
251140,-11,0
251141,-11,-11
251150,11,-20
251151,0,0
251160,1,1
251161,11,-20
251170,1,1
251171,10,2
251180,10,-2
251181,1,1
251190,0,0
251191,-11,-11
251200,0,0
251201,2,2
251210,1,1
251211,-13,-13
251220,-11,-11
251221,10,10
251230,0,-13
251231,-13,-13
251240,1,1
251241,1,-11
251250,1,1
251251,1,-2
251260,0,0
251261,10,10
251270,10,-20
251271,0,-20
251280,-13,-13
251281,-13,-13
251290,10,10
251291,-13,-13
251300,11,-20
251301,-13,-13
251310,11,11
251311,-11,-11
251320,1,2
251321,2,-2
251330,1,1
251331,11,10
251340,1,1
251341,10,-2
251350,-13,-13
251351,11,-2
251360,0,0
251361,10,10
251370,-11,-11
251371,10,-11
251380,-11,-11
251381,0,0
251390,1,1
251391,10,10
251400,-13,-13
251401,0,0
251410,1,1
251411,1,1
251420,1,1
251421,1,-20
251430,0,0
251431,-13,-13
251440,-13,0
251441,1,1
251450,1,1
251451,0,0
251460,10,10
251461,1,1
251470,0,0
251471,-13,-13
251480,-11,-11
251481,1,1
251490,1,1
251491,2,2
251500,-13,-13
251501,-11,-11
251510,10,11
251511,11,-20
251520,2,2
251521,10,10
251530,-13,-13
251531,1,1
251540,0,-2
251541,-13,-13
251550,-11,-11
251551,1,1
251560,1,-2
251561,-11,-11
251570,2,12
251571,10,10
251580,0,0
251581,2,2
251590,12,-11
251591,1,1
251600,-13,-13
251601,1,4
251610,1,1
251611,11,-20
251620,0,0
251621,-11,-2
251630,1,1
251631,2,2
251640,-13,-13
251641,1,1
251650,1,1
251651,0,0
251660,1,1
251661,1,1
251670,0,0
251671,0,0
251680,11,11
251681,2,2
251690,-13,-13
251691,-13,-13
251700,0,0
251701,1,2
251710,1,-2
251711,2,1
251720,1,1
251721,1,1
251730,-13,-13
251731,2,2
251740,1,1
251741,-11,2
251750,0,0
251751,1,1
251760,0,0
251761,0,0
251770,2,2
251771,0,0
251780,1,2
251781,1,2
251790,2,1
251791,1,1
251800,2,2
251801,0,-20
251810,10,-20
251811,-11,-11
251820,0,0
251821,1,1
251830,1,1
251831,10,10
251840,12,12
251841,0,0
251850,-13,-13
251851,0,0
251860,1,2
251861,1,1
251870,-11,-2
251871,-13,-13
251880,1,1
251881,-11,-11
251890,10,10
251891,-13,-13
251900,10,10
251901,-11,-11
251910,-13,-13
251911,-11,-11
251920,11,-20
251921,-11,-11
251930,2,3
251931,2,2
251940,2,2
251941,10,-20
251950,0,0
251951,11,-2
251960,1,0
251961,-13,-13
251970,0,0
251971,-11,-11
251980,-13,-13
251981,1,1
251990,0,0
251991,1,-20
252000,-13,-13
252001,-11,-11
252010,-11,-11
252011,1,1
252020,1,1
252021,1,1
252030,1,1
252031,10,10
252040,0,0
252041,-13,-13
252050,11,11
252051,-13,-13
252060,2,2
252061,0,-13
252070,1,1
252071,0,0
252080,2,2
252081,10,10
252090,1,1
252091,-13,-13
252100,-11,-11
252101,10,10
252110,10,-2
252111,0,0
252120,0,0
252121,-13,-13
252130,0,0
252131,-13,-2
252140,2,2
252141,-11,-11
252150,11,11
252151,1,1
252160,-11,-11
252161,1,2
252170,2,2
252171,1,1
252180,2,1
252181,2,2
252190,-13,-13
252191,0,0
252200,0,0
252201,2,2
252210,2,-11
252211,-11,-11
252220,-11,-11
252221,-13,-13
252230,1,1
252231,10,-2
252240,1,-1
252241,1,1
252250,10,-2
252251,2,2
252260,-13,-13
252261,-13,-13
252270,2,2
252271,10,10
252280,1,1
252281,1,1
252290,-13,-13
252291,1,2
252300,-13,0
252301,-13,-13
252310,10,10
252311,1,1
252320,10,10
252321,0,0
252330,1,1
252331,-13,0
252340,1,-2
252341,2,-11
252350,11,-2
252351,-13,-13
252360,-13,-13
252361,1,1
252370,0,0
252371,-11,2
252380,2,2
252381,-11,-11
252390,-11,-11
252391,2,-2
252400,-11,2
252401,1,-11
252410,-11,-11
252411,-11,-2
252420,2,2
252421,1,2
252430,-13,-13
252431,2,1
252440,2,2
252441,1,2
252450,2,2
252451,-11,-11
252460,2,2
252461,-13,-13
252470,-13,-13
252471,-13,-13
252480,1,1
252481,2,3
252490,1,1
252491,-11,-11
252500,1,1
252501,1,1
252510,11,11
252511,-11,0
252520,10,11
252521,1,1
252530,-13,-13
252531,-11,-11
252540,2,-13
252541,-11,2
252550,-13,-13
252551,-13,-2
252560,-13,-13
252561,-13,-13
252570,10,12
252571,-11,1
252580,1,1
252581,-13,-13
252590,2,2
252591,-11,-11
252600,1,1
252601,-11,-11
252610,10,-2
252611,-11,1
252620,2,2
252621,1,2
252630,11,11
252631,1,1
252640,2,2
252641,0,0
252650,-11,-11
252651,1,1
252660,1,1
252661,1,1
252670,-13,-13
252671,0,0
252680,2,2
252681,2,2
252690,-13,-13
252691,10,10
252700,3,3
252701,-11,-11
252710,1,1
252711,2,1
252720,-13,-13
252721,-13,-2
252730,10,-13
252731,0,0
252740,-11,-11
252741,2,2
252750,2,-13
252751,1,1
252760,0,0
252761,11,11
252770,-11,-11
252771,-11,-11
252780,1,1
252781,1,-20
252790,11,11
252791,11,-20
252800,0,0
252801,-11,-11
252810,-13,-13
252811,11,-1
252820,-11,-11
252821,1,1
252830,2,2
252831,10,10
252840,-13,-13
252841,2,2
252850,-11,-2
252851,-13,-13
252860,-11,-11
252861,-13,-13
252870,1,1
252871,-11,-2
252880,-11,-11
252881,-13,-13
252890,-13,-13
252891,1,1
252900,11,-13
252901,-13,-13
252910,-11,-11
252911,1,1
252920,0,0
252921,1,1
252930,11,11
252931,1,1
252940,1,1
252941,2,2
252950,-13,-13
252951,-11,-11
252960,-13,-13
252961,1,1
252970,2,2
252971,1,1
252980,-13,-13
252981,-13,-13
252990,2,2
252991,-11,-11
253000,-13,-13
253001,-13,-13
253010,1,1
253011,0,0
253020,-13,-2
253021,2,2
253030,2,1
253031,10,10
253040,-13,-13
253041,0,2
253050,0,0
253051,-11,-11
253060,2,2
253061,1,1
253070,2,1
253071,10,10
253080,1,0
253081,0,0
253090,0,0
253091,-13,-13
253100,1,1
253101,11,12
253110,2,2
253111,11,-2
253120,11,11
253121,0,0
253130,-11,-11
253131,1,1
253140,10,10
253141,-13,0
253150,-13,-13
253151,1,-2
253160,2,-11
253161,-13,0
253170,1,1
253171,-11,-2
253180,2,-2
253181,-11,1
253190,1,1
253191,11,11
253200,1,1
253201,1,1
253210,-13,-13
253211,1,1
253220,-13,-13
253221,2,2
253230,2,2
253231,2,2
253240,1,1
253241,1,1
253250,1,-2
253251,1,-2
253260,-11,-11
253261,2,2
253270,0,0
253271,-13,-13
253280,11,12
253281,-13,-13
253290,0,0
253291,1,-11
253300,1,1
253301,1,1
253310,10,-20
253311,-11,-11
253320,-11,-11
253321,1,1
253330,11,-2
253331,-13,-13
253340,1,1
253341,-11,-11
253350,2,2
253351,1,1
253360,1,1
253361,11,11
253370,1,-2
253371,-11,-2
253380,-13,-13
253381,2,-2
253390,1,1
253391,2,2
253400,-11,-11
253401,2,-11
253410,1,1
253411,1,1
253420,0,0
253421,2,2
253430,-13,0
253431,2,2
253440,10,-2
253441,3,3
253450,10,-2
253451,10,10
253460,1,3
253461,1,1
253470,2,2
253471,-13,-13
253480,-13,-13
253481,-11,-11
253490,10,10
253491,1,4
253500,-11,-11
253501,1,-2
253510,1,1
253511,-11,-11
253520,1,1
253521,1,1
253530,-13,-13
253531,2,2
253540,-11,-11
253541,1,2
253550,0,-2
253551,-13,-13
253560,1,-2
253561,-11,-11
253570,-13,-13
253571,1,1
253580,2,-2
253581,-11,-11
253590,1,-11
253591,-11,-2
253600,-11,-11
253601,-13,-13
253610,-13,-13
253611,-13,-13
253620,1,1
253621,1,1
253630,-13,-13
253631,-11,-11
253640,1,1
253641,-11,-11
253650,10,-20
253651,0,-20
253660,2,3
253661,10,10
253670,0,0
253671,11,13
253680,1,1
253681,0,0
253690,-11,-2
253691,0,0
253700,1,1
253701,-11,-2
253710,-11,-11
253711,-13,-13
253720,-11,-11
253721,10,10
253730,-13,-13
253731,11,11
253740,1,1
253741,-13,-13
253750,-11,-11
253751,2,2
253760,2,2
253761,1,1
253770,10,10
253771,3,13
253780,1,-11
253781,-13,-13
253790,10,10
253791,-13,-13
253800,2,2
253801,10,-2
253810,11,11
253811,1,1
253820,2,2
253821,1,2
253830,-13,-13
253831,1,1
253840,0,-11
253841,1,1
253850,-13,-13
253851,1,1
253860,-13,-13
253861,-13,-13
253870,10,-11
253871,2,-11
253880,1,-20
253881,-13,-13
253890,2,2
253891,-11,-11
253900,2,2
253901,1,1
253910,11,-2
253911,2,-1
253920,2,3
253921,1,1
253930,1,2
253931,-13,-13
253940,2,2
253941,10,10
253950,-11,-11
253951,-13,-13
253960,11,1
253961,2,2
253970,10,10
253971,2,2
253980,3,2
253981,2,3
253990,-13,-2
253991,-13,-13
254000,2,2
254001,1,1
254010,1,1
254011,1,1
254020,10,-2
254021,-11,-11
254030,-13,-13
254031,0,0
254040,0,0
254041,2,-2
254050,-11,-11
254051,10,10
254060,10,10
254061,-13,-13
254070,1,1
254071,-11,-11
254080,1,1
254081,11,13
254090,-13,-13
254091,1,1
254100,0,0
254101,0,-20
254110,0,1
254111,11,-20
254120,0,11
254121,-13,-13
254130,0,0
254131,0,-20
254140,10,-20
254141,-13,0
254150,-13,0
254151,1,1
254160,1,2
254161,1,1
254170,10,-20
254171,-13,-13
254180,-11,-11
254181,-13,-13
254190,1,1
254191,10,11
254200,-13,-13
254201,10,-2
254210,-11,1
254211,1,1
254220,11,11
254221,-13,-13
254230,1,1
254231,2,2
254240,-13,-2
254241,0,1
254250,-11,-11
254251,2,2
254260,1,-2
254261,1,1
254270,-11,-11
254271,10,10
254280,-13,-13
254281,1,2
254290,0,0
254291,-11,1
254300,-11,-11
254301,1,1
254310,-11,-2
254311,-13,-13
254320,-13,-13
254321,1,1
254330,1,2
254331,1,-2
254340,1,-2
254341,-13,-2
254350,-13,-13
254351,1,1
254360,10,-2
254361,1,1
254370,0,0
254371,1,1
254380,-13,-13
254381,11,11
254390,10,-20
254391,10,-20
254400,1,1
254401,2,-20
254410,2,2
254411,1,1
254420,2,2
254421,10,-2
254430,11,11
254431,1,1
254440,1,1
254441,-13,-13
254450,1,1
254451,0,0
254460,1,1
254461,1,1
254470,1,1
254471,-11,-11
254480,1,-20
254481,1,2
254490,10,-2
254491,-11,-11
254500,10,10
254501,-11,-11
254510,-11,-11
254511,1,1
254520,0,0
254521,0,0
254530,1,1
254531,1,1
254540,-11,-11
254541,-13,-13
254550,1,1
254551,1,2
254560,1,1
254561,2,2
254570,1,1
254571,-13,-2
254580,1,1
254581,1,-2
254590,10,-2
254591,11,-2
254600,-13,-13
254601,10,-2
254610,10,-2
254611,10,10
254620,10,-2
254621,1,1
254630,2,-2
254631,-11,-11
254640,0,0
254641,-13,-13
254650,2,2
254651,1,2
254660,2,3
254661,-13,-13
254670,0,0
254671,0,0
254680,-11,-11
254681,1,1
254690,-13,-2
254691,2,2
254700,1,1
254701,-11,1
254710,0,0
254711,1,1
254720,1,1
254721,1,1
254730,1,1
254731,11,13
254740,-13,-13
254741,1,-11
254750,-11,-11
254751,1,2
254760,-11,-2
254761,11,11
254770,10,11
254771,10,10
254780,-13,-13
254781,-11,-11
254790,-13,-13
254791,1,1
254800,1,2
254801,-13,-13
254810,2,2
254811,0,0
254820,11,-2
254821,-11,-11
254830,1,1
254831,12,12
254840,0,1
254841,1,-2
254850,1,1
254851,-11,-11
254860,3,3
254861,1,1
254870,-11,-11
254871,-13,-13
254880,-13,-13
254881,-13,-13
254890,1,1
254891,10,-2
254900,-11,-11
254901,0,0
254910,-11,-11
254911,1,-20
254920,1,-2
254921,-11,-11
254930,-11,-2
254931,2,2
254940,10,10
254941,-13,-13
254950,10,-20
254951,-11,-11
254960,1,1
254961,2,3
254970,10,-2
254971,-11,-11
254980,10,-20
254981,0,0
254990,1,-2
254991,3,2
255000,-11,-11
255001,-11,-11
255010,0,-1
255011,1,12
255020,-11,-2
255021,2,-20
255030,1,1
255031,10,-20
255040,1,1
255041,-13,-13
255050,-11,-11
255051,-13,-13
255060,0,0
255061,-11,-11
255070,-11,-11
255071,1,2
255080,-13,0
255081,10,10
255090,1,1
255091,-11,-11
255100,0,1
255101,-11,-2
255110,0,-20
255111,2,2
255120,-13,-13
255121,-11,-11
255130,0,0
255131,-11,-11
255140,-13,-13
255141,-11,-11
255150,-11,-11
255151,-13,-2
255160,2,2
255161,11,-2
255170,3,4
255171,-11,-11
255180,-13,-13
255181,-11,-2
255190,-13,-13
255191,0,0
255200,-11,-11
255201,-13,-13
255210,0,0
255211,3,3
255220,1,1
255221,1,1
255230,1,1
255231,1,1
255240,0,0
255241,1,1
255250,0,0
255251,2,2
255260,0,0
255261,10,10
255270,1,1
255271,10,10
255280,0,0
255281,0,0
255290,11,12
255291,-11,-11
255300,0,0
255301,0,0
255310,-11,-11
255311,-13,-13
255320,-13,-13
255321,11,-11
255330,10,13
255331,10,10
255340,1,1
255341,1,1
255350,-11,-11
255351,-13,-13
255360,2,1
255361,-11,-11
255370,0,0
255371,1,1
255380,2,2
255381,11,-20
255390,2,2
255391,-11,-11
255400,10,-2
255401,-11,-11
255410,-11,-11
255411,1,1
255420,0,0
255421,-11,-11
255430,10,-2
255431,2,4
255440,1,1
255441,-11,-11
255450,-11,-11
255451,12,2
255460,1,-11
255461,-13,-13
255470,-13,-13
255471,-11,-11
255480,1,1
255481,10,-13
255490,1,1
255491,2,2
255500,0,0
255501,11,11
255510,10,-2
255511,10,10
255520,10,-20
255521,1,1
255530,-11,-2
255531,-11,-11
255540,11,12
255541,0,0
255550,1,1
255551,-11,-11
255560,10,10
255561,1,1
255570,1,-2
255571,2,1
255580,-11,-2
255581,-11,-2
255590,1,1
255591,1,-2
255600,2,2
255601,2,-2
255610,1,1
255611,-11,-11
255620,-13,-13
255621,10,10
255630,-11,-11
255631,1,2
255640,11,11
255641,-11,-11
255650,-13,-13
255651,-11,-11
255660,0,0
255661,-13,-13
255670,11,-2
255671,1,1
255680,-11,-11
255681,-11,-11
255690,10,10
255691,2,2
255700,-11,-11
255701,-13,-13
255710,-13,-13
255711,1,1
255720,-13,-13
255721,-11,-11
255730,-11,-11
255731,0,1
255740,0,-2
255741,10,10
255750,-13,-13
255751,2,2
255760,11,11
255761,1,1
255770,0,-2
255771,1,-20
255780,-13,-13
255781,1,0
255790,1,1
255791,-13,-13
255800,2,3
255801,-13,-13
255810,-11,-11
255811,1,0
255820,1,1
255821,-11,-2
255830,1,1
255831,1,1
255840,10,10
255841,-13,-13
255850,11,-20
255851,1,1
255860,-11,1
255861,2,3
255870,0,0
255871,10,-2
255880,1,1
255881,2,2
255890,0,0
255891,1,3
255900,1,1
255901,2,2
255910,-13,-13
255911,10,-11
255920,11,-11
255921,-13,-13
255930,1,-13
255931,1,1
255940,11,-20
255941,-13,-13
255950,0,0
255951,-11,-11
255960,1,1
255961,1,-11
255970,1,1
255971,11,-11
255980,-13,-13
255981,1,2
255990,-13,0
255991,1,1
256000,1,-20
256001,1,1
256010,1,-2
256011,0,-11
256020,-11,-11
256021,-13,-13
256030,1,1
256031,-13,0
256040,1,1
256041,10,10
256050,-11,-11
256051,2,2
256060,-11,-11
256061,-13,-13
256070,1,2
256071,1,-20
256080,-13,-13
256081,-11,-11
256090,1,2
256091,1,-11
256100,-11,-11
256101,-11,-11
256110,1,1
256111,0,0
256120,-13,-13
256121,-13,-13
256130,2,2
256131,1,1
256140,-13,-13
256141,0,0
256150,10,11
256151,0,0
256160,1,-11
256161,-11,-11
256170,2,-11
256171,-11,-11
256180,1,-2
256181,0,-2
256190,-13,-13
256191,1,-2
256200,2,2
256201,10,-20
256210,1,1
256211,1,1
256220,-11,-11
256221,11,15
256230,2,2
256231,1,1
