id,GenTauID,RecoTauID
9171,-13,-13
9180,-11,-11
9181,-11,-11
9190,-13,-11
9191,1,1
9200,-13,-13
9201,-13,-13
9210,0,0
9211,-11,-11
9220,-11,-11
9221,10,10
9230,2,2
9231,-13,-11
9240,-11,-11
9241,-11,-11
9250,-11,-11
9251,0,0
9260,0,10
9261,1,1
9270,-13,-13
9271,2,2
9280,10,10
9281,-13,-13
9290,2,1
9291,4,2
9300,-11,-11
9301,-11,1
9310,10,10
9311,1,1
9320,10,10
9321,1,1
9330,-11,-11
9331,1,1
9340,-11,-11
9341,0,1
9350,-13,-13
9351,-13,-13
9360,1,1
9361,0,0
9370,0,1
9371,10,1
9380,10,1
9381,-11,10
9390,-11,-11
9391,10,10
9400,1,1
9401,2,1
9410,-11,-11
9411,-13,-13
9420,-13,-13
9421,1,0
9430,-13,-13
9431,1,1
9440,2,2
9441,-11,-11
9450,-11,-11
9451,1,1
9460,0,0
9461,10,10
9470,3,11
9471,-11,-11
9480,-13,-13
9481,-13,-13
9490,0,1
9491,-11,-11
9500,1,1
9501,0,0
9510,-13,-13
9511,11,11
9520,10,10
9521,0,2
9530,-13,-13
9531,0,0
9540,10,10
9541,-13,-13
9550,-13,-13
9551,-13,-13
9560,2,2
9561,1,0
9570,0,0
9571,1,1
9580,-13,-13
9581,-11,-11
9590,11,11
9591,1,1
9600,11,11
9601,1,1
9610,-13,-13
9611,1,1
9620,-11,-11
9621,1,1
9630,10,10
9631,-11,-11
9640,1,1
9641,1,1
9650,0,0
9651,-13,-13
9660,2,1
9661,-13,-13
9670,-11,-11
9671,2,2
9680,1,1
9681,10,10
9690,0,1
9691,1,10
9700,-11,-11
9701,0,0
9710,10,10
9711,1,1
9720,10,10
9721,-11,-11
9730,1,1
9731,0,0
9740,1,1
9741,-11,-11
9750,-11,-11
9751,-13,-13
9760,10,10
9761,10,10
9770,-11,-11
9771,-11,-11
9780,-13,-13
9781,-11,-11
9790,0,0
9791,-13,-13
9800,2,2
9801,-11,-11
9810,1,0
9811,1,1
9820,0,0
9821,10,10
9830,2,11
9831,1,11
9840,1,1
9841,-13,-13
9850,-11,1
9851,-13,-13
9860,-13,-13
9861,2,2
9870,2,1
9871,11,11
9880,-11,-11
9881,10,10
9890,0,0
9891,0,0
9900,-13,0
9901,0,0
9910,1,2
9911,11,11
9920,-11,-11
9921,2,2
9930,-11,-11
9931,-11,-11
9940,0,0
9941,-13,-13
9950,1,1
9951,-13,-13
9960,-13,-13
9961,2,2
9970,10,10
9971,11,11
9980,-11,-11
9981,-11,-11
9990,1,10
9991,-11,-11
10000,-13,-13
10001,1,1
10010,0,0
10011,0,0
10020,3,2
10021,-11,-11
10030,1,1
10031,-13,-13
10040,2,2
10041,1,1
10050,2,1
10051,-13,1
10060,1,1
10061,11,11
10070,0,0
10071,-11,-11
10080,10,11
10081,11,11
10090,-11,-11
10091,10,11
10100,2,1
10101,1,1
10110,-13,-13
10111,11,1
10120,-13,0
10121,11,11
10130,-11,-11
10131,-13,-13
10140,-13,-13
10141,-13,-13
10150,-11,-11
10151,-11,-11
10160,1,1
10161,0,0
10170,2,2
10171,-13,-13
10180,10,10
10181,1,1
10190,-13,-13
10191,2,2
10200,1,1
10201,1,1
10210,0,0
10211,-13,-13
10220,-11,-333
10221,2,2
10230,1,2
10231,1,1
10240,10,10
10241,1,1
10250,10,-222
10251,1,1
10260,0,10
10261,1,1
10270,1,1
10271,1,1
10280,-11,-11
10281,-13,-13
10290,-13,-13
10291,-11,-11
10300,0,0
10301,10,11
10310,-11,-11
10311,2,2
10320,0,0
10321,-11,-11
10330,-13,-13
10331,1,10
10340,1,-333
10341,1,-333
10350,1,1
10351,10,11
10360,10,10
10361,-11,-11
10370,1,1
10371,-11,-11
10380,2,2
10381,-11,-11
10390,-11,-11
10391,-13,-13
10400,-13,-13
10401,-13,-13
10410,-13,-13
10411,1,1
10420,1,1
10421,-11,-11
10430,10,10
10431,1,10
10440,-13,1
10441,3,2
10450,1,1
10451,-13,-13
10460,2,1
10461,2,1
10470,10,10
10471,2,11
10480,1,2
10481,12,11
10490,2,2
10491,-13,-13
10500,10,10
10501,1,1
10510,11,11
10511,1,0
10520,1,1
10521,-11,-11
10530,11,11
10531,-13,-13
10540,3,1
10541,1,1
10550,-11,-11
10551,-13,-13
10560,1,1
10561,-11,-11
10570,1,1
10571,1,1
10580,-13,-13
10581,1,1
10590,-13,-11
10591,11,11
10600,2,1
10601,1,1
10610,-11,-11
10611,-13,-13
10620,1,1
10621,-13,-13
10630,1,1
10631,0,0
10640,-11,-11
10641,1,1
10650,-13,-13
10651,-13,-13
10660,1,1
10661,1,2
10670,1,1
10671,1,1
10680,1,11
10681,-13,-13
10690,11,11
10691,1,1
10700,10,10
10701,10,10
10710,2,2
10711,1,1
10720,-13,1
10721,0,-333
10730,12,11
10731,10,10
10740,1,1
10741,11,11
10750,2,1
10751,1,1
10760,10,10
10761,-11,-11
10770,-11,-11
10771,10,10
10780,-11,-11
10781,10,10
10790,1,1
10791,1,1
10800,1,2
10801,-13,-13
10810,-11,-11
10811,-11,-11
10820,-13,-13
10821,-13,-13
10830,1,1
10831,-11,-11
10840,1,1
10841,-13,-13
10850,10,11
10851,1,-333
10860,-11,-11
10861,0,0
10870,2,1
10871,-13,-13
10880,0,1
10881,-13,-13
10890,2,2
10891,2,2
10900,-11,-11
10901,10,10
10910,1,1
10911,11,11
10920,0,0
10921,0,0
10930,1,1
10931,1,11
10940,1,1
10941,10,10
10950,1,10
10951,0,0
10960,-13,-13
10961,12,11
10970,-13,-13
10971,10,10
10980,1,1
10981,10,10
10990,1,1
10991,10,10
11000,-13,-13
11001,0,0
11010,-13,-13
11011,-11,-11
11020,-11,-11
11021,-11,-11
11030,0,0
11031,0,-11
11040,2,2
11041,10,10
11050,1,1
11051,-11,-11
11060,-11,-11
11061,-11,-11
11070,-11,-11
11071,2,2
11080,1,1
11081,10,10
11090,10,11
11091,1,2
11100,0,0
11101,0,0
11110,2,11
11111,-13,-13
11120,-13,-13
11121,1,0
11130,-13,-13
11131,0,11
11140,-11,-11
11141,-13,-13
11150,1,1
11151,-11,-11
11160,1,1
11161,1,1
11170,1,1
11171,1,1
11180,12,11
11181,11,10
11190,1,1
11191,-11,-11
11200,11,11
11201,10,10
11210,1,1
11211,0,0
11220,0,0
11221,1,11
11230,1,1
11231,1,1
11240,1,1
11241,2,1
11250,-13,-13
11251,1,11
11260,-13,-13
11261,1,1
11270,1,1
11271,2,2
11280,-11,-11
11281,1,1
11290,1,1
11291,-13,-13
11300,-11,-11
11301,-13,-13
11310,10,10
11311,-11,-11
11320,-11,-11
11321,1,1
11330,1,1
11331,1,1
11340,-11,1
11341,1,1
11350,1,1
11351,0,1
11360,11,10
11361,12,11
11370,10,11
11371,2,2
11380,1,1
11381,0,0
11390,10,10
11391,-13,-13
11400,-11,-11
11401,-13,-13
11410,-11,-11
11411,-13,-13
11420,-11,-11
11421,0,0
11430,2,1
11431,2,2
11440,-11,1
11441,-13,-13
11450,-11,-11
11451,2,2
11460,-11,-11
11461,2,11
11470,-13,-13
11471,1,1
11480,0,0
11481,1,1
11490,-13,-13
11491,1,1
11500,10,10
11501,-13,-13
11510,1,1
11511,1,1
11520,11,10
11521,3,2
11530,-11,-11
11531,1,1
11540,-13,-333
11541,0,0
11550,-11,-11
11551,-13,1
11560,2,2
11561,-13,-13
11570,11,11
11571,-11,-333
11580,1,1
11581,10,10
11590,1,1
11591,-13,-13
11600,-11,-11
11601,1,1
11610,11,10
11611,-11,-11
11620,0,0
11621,1,1
11630,-11,-11
11631,1,1
11640,1,1
11641,1,1
11650,0,0
11651,0,1
11660,-13,-13
11661,1,1
11670,-11,-11
11671,1,1
11680,11,1
11681,-13,-333
11690,-11,-11
11691,2,1
11700,10,11
11701,-13,-13
11710,2,2
11711,1,1
11720,1,1
11721,1,1
11730,0,0
11731,1,1
11740,1,1
11741,0,0
11750,-13,-13
11751,-11,-11
11760,-13,-13
11761,1,1
11770,-13,-13
11771,1,1
11780,1,1
11781,-11,-11
11790,1,1
11791,1,1
11800,-13,-13
11801,-11,-11
11810,10,10
11811,1,1
11820,-11,-11
11821,-13,-13
11830,-13,-13
11831,10,10
11840,1,1
11841,10,10
11850,-11,-11
11851,11,11
11860,0,0
11861,10,10
11870,1,1
11871,11,11
11880,0,0
11881,0,-11
11890,10,10
11891,1,1
11900,1,1
11901,10,10
11910,1,1
11911,0,1
11920,0,0
11921,10,10
11930,-11,1
11931,0,0
11940,10,11
11941,10,10
11950,1,1
11951,1,1
11960,11,10
11961,1,1
11970,1,1
11971,-13,-13
11980,1,1
11981,0,0
11990,1,1
11991,-11,-11
12000,11,11
12001,0,0
12010,1,1
12011,1,1
12020,-13,-13
12021,1,1
12030,10,10
12031,10,10
12040,1,1
12041,-13,-13
12050,0,11
12051,10,10
12060,0,0
12061,11,11
12070,0,0
12071,-13,-13
12080,-11,-11
12081,2,2
12090,1,1
12091,-11,-11
12100,2,1
12101,12,11
12110,11,11
12111,1,1
12120,1,1
12121,10,10
12130,2,2
12131,2,11
12140,-11,-11
12141,-11,-11
12150,2,11
12151,1,1
12160,10,10
12161,1,1
12170,-11,-11
12171,2,1
12180,1,1
12181,-11,-11
12190,1,1
12191,1,2
12200,3,2
12201,-11,-11
12210,-11,-11
12211,-13,-13
12220,1,1
12221,0,0
12230,-13,-13
12231,1,1
12240,-11,-11
12241,-11,-11
12250,11,11
12251,1,1
12260,-11,-11
12261,-11,-11
12270,10,11
12271,-11,1
12280,-13,-333
12281,2,2
12290,-13,-13
12291,1,1
12300,1,10
12301,0,0
12310,-13,-13
12311,1,1
12320,10,10
12321,-13,-13
12330,-13,-13
12331,-13,-13
12340,0,0
12341,-13,-13
12350,1,1
12351,2,2
12360,1,1
12361,0,0
12370,10,10
12371,10,10
12380,1,1
12381,1,1
12390,1,1
12391,-13,-13
12400,-11,-13
12401,-11,-11
12410,1,1
12411,1,1
12420,1,1
12421,2,11
12430,10,11
12431,10,10
12440,-11,-11
12441,0,0
12450,0,1
12451,1,-11
12460,0,0
12461,-13,-13
12470,1,1
12471,4,2
12480,-11,-11
12481,-13,-13
12490,0,0
12491,0,10
12500,1,10
12501,1,1
12510,2,11
12511,-13,-13
12520,0,0
12521,0,0
12530,-11,-11
12531,-13,-13
12540,-13,-13
12541,-13,-13
12550,-11,-11
12551,1,10
12560,1,1
12561,-11,-11
12570,-11,-11
12571,2,1
12580,1,1
12581,-11,-11
12590,-11,-333
12591,3,1
12600,-11,-11
12601,11,11
12610,10,10
12611,1,1
12620,1,1
12621,-11,1
12630,1,1
12631,1,1
12640,1,1
12641,10,10
12650,10,10
12651,2,2
12660,10,10
12661,-13,-13
12670,10,11
12671,-11,-11
12680,-11,-11
12681,-13,-13
12690,-13,-13
12691,1,1
12700,2,1
12701,2,1
12710,0,0
12711,0,0
12720,2,1
12721,10,10
12730,10,11
12731,-13,-13
12740,-11,-11
12741,-11,-11
12750,1,1
12751,1,1
12760,10,11
12761,11,10
12770,2,2
12771,2,11
12780,2,1
12781,-13,-13
12790,2,1
12791,2,1
12800,0,2
12801,1,-11
12810,1,1
12811,2,2
12820,2,11
12821,11,11
12830,0,0
12831,-13,-13
12840,10,10
12841,1,1
12850,0,10
12851,0,0
12860,0,1
12861,0,0
12870,0,0
12871,-11,-13
12880,-11,-11
12881,11,10
12890,1,1
12891,11,11
12900,1,2
12901,3,2
12910,11,11
12911,-11,-11
12920,10,10
12921,-11,-11
12930,1,1
12931,2,2
12940,-11,-11
12941,0,0
12950,-11,-11
12951,1,1
12960,-11,-11
12961,1,1
12970,1,1
12971,0,10
12980,1,1
12981,10,10
12990,0,0
12991,1,1
13000,1,1
13001,-11,-11
13010,0,0
13011,1,0
13020,1,1
13021,1,1
13030,1,1
13031,1,1
13040,1,1
13041,-11,-11
13050,1,1
13051,-11,-11
13060,-11,-11
13061,10,11
13070,-13,-13
13071,-11,-11
13080,1,0
13081,11,11
13090,11,11
13091,10,10
13100,-13,-13
13101,-13,-11
13110,10,2
13111,11,11
13120,-11,-11
13121,1,1
13130,1,-11
13131,10,10
13140,1,1
13141,10,10
13150,10,11
13151,0,0
13160,1,2
13161,-13,-13
13170,0,1
13171,0,0
13180,1,-11
13181,-13,0
13190,1,1
13191,-11,-11
13200,1,1
13201,1,1
13210,-13,-13
13211,1,1
13220,10,10
13221,1,1
13230,0,0
13231,1,2
13240,10,11
13241,1,11
13250,0,1
13251,2,2
13260,-13,-13
13261,-11,-11
13270,-11,-11
13271,11,11
13280,-11,-11
13281,1,1
13290,10,10
13291,-13,-13
13300,2,1
13301,11,11
13310,-11,-11
13311,-11,-11
13320,1,1
13321,-13,-13
13330,1,1
13331,0,0
13340,-11,-11
13341,2,1
13350,0,-11
13351,11,10
13360,1,1
13361,-13,-13
13370,10,10
13371,-13,-13
13380,2,2
13381,-13,-13
13390,0,0
13391,1,1
13400,2,2
13401,1,1
13410,-11,-11
13411,0,0
13420,1,1
13421,-13,-13
13430,-13,-13
13431,1,1
13440,2,1
13441,-11,-11
13450,12,10
13451,-13,-13
13460,1,1
13461,10,10
13470,1,1
13471,10,10
13480,3,2
13481,-13,-13
13490,2,2
13491,0,-13
13500,1,1
13501,1,1
13510,10,10
13511,0,-13
13520,0,0
13521,-13,-13
13530,11,11
13531,-11,-11
13540,1,1
13541,-13,-13
13550,1,-222
13551,-1,10
13560,1,1
13561,11,10
13570,-11,1
13571,11,11
13580,1,1
13581,11,11
13590,-13,1
13591,-13,-13
13600,1,1
13601,-13,-13
13610,-13,-13
13611,-11,-11
13620,10,10
13621,0,0
13630,-13,-13
13631,-11,-11
13640,-11,-11
13641,11,10
13650,0,1
13651,-13,-13
13660,-11,1
13661,-11,-11
13670,-11,-11
13671,0,0
13680,-13,-13
13681,0,0
13690,1,1
13691,-13,-13
13700,1,1
13701,-13,-13
13710,1,1
13711,1,1
13720,-13,-13
13721,0,0
13730,0,1
13731,0,0
13740,1,1
13741,-11,-11
13750,-11,-11
13751,-11,-11
13760,1,1
13761,1,1
13770,10,11
13771,1,1
13780,-11,-11
13781,10,10
13790,0,0
13791,3,2
13800,1,1
13801,1,1
13810,-11,-11
13811,-13,-13
13820,1,1
13821,1,1
13830,1,1
13831,2,1
13840,1,0
13841,-11,-11
13850,-11,-11
13851,-13,-13
13860,1,2
13861,1,1
13870,0,0
13871,11,11
13880,1,1
13881,1,1
13890,10,10
13891,1,1
13900,-13,-13
13901,-11,-11
13910,10,11
13911,-13,-13
13920,2,1
13921,-11,-11
13930,2,2
13931,0,0
13940,11,10
13941,-11,-11
13950,0,0
13951,1,1
13960,-11,1
13961,2,1
13970,1,1
13971,-11,-11
13980,0,1
13981,1,1
13990,10,10
13991,-11,-11
14000,-13,-13
14001,-13,-13
14010,-13,-13
14011,1,1
14020,-11,-11
14021,10,2
14030,0,0
14031,-11,-11
14040,1,1
14041,1,1
14050,0,0
14051,1,1
14060,12,11
14061,10,10
14070,1,2
14071,-11,-11
14080,2,1
14081,10,10
14090,-11,0
14091,1,1
14100,-13,-13
14101,11,11
14110,-13,0
14111,10,11
14120,10,10
14121,-11,-11
14130,11,10
14131,11,11
14140,1,1
14141,0,0
14150,1,1
14151,1,1
14160,1,1
14161,0,0
14170,-11,-11
14171,1,1
14180,0,0
14181,2,1
14190,2,1
14191,0,0
14200,10,10
14201,1,1
14210,0,10
14211,-11,1
14220,0,0
14221,2,1
14230,-11,-11
14231,-13,-13
14240,-11,-11
14241,2,1
14250,10,10
14251,10,10
14260,1,2
14261,1,1
14270,-13,-13
14271,2,2
14280,2,1
14281,-11,-11
14290,1,1
14291,0,0
14300,1,1
14301,0,0
14310,-11,-11
14311,0,2
14320,1,1
14321,-11,-11
14330,-11,-11
14331,0,0
14340,10,10
14341,2,2
14350,1,1
14351,-11,-11
14360,1,1
14361,0,0
14370,0,0
14371,10,10
14380,10,10
14381,-11,-11
14390,1,1
14391,-11,-11
14400,-11,-11
14401,1,1
14410,2,1
14411,1,1
14420,10,11
14421,-11,-11
14430,-13,-13
14431,-11,-11
14440,1,1
14441,-11,-11
14450,-11,-11
14451,-13,-13
14460,-11,-11
14461,10,10
14470,-13,-13
14471,-11,-13
14480,-11,-11
14481,-13,1
14490,0,0
14491,-11,-11
14500,-11,-11
14501,1,1
14510,2,2
14511,-13,-13
14520,0,1
14521,-13,-13
14530,1,1
14531,2,1
14540,0,-11
14541,-13,-13
14550,11,10
14551,1,1
14560,-13,-13
14561,3,2
14570,1,1
14571,1,1
14580,0,0
14581,-13,-13
14590,11,11
14591,1,1
14600,2,1
14601,-11,-11
14610,-13,-13
14611,-13,-13
14620,1,2
14621,-11,-11
14630,1,1
14631,1,2
14640,1,1
14641,-11,-11
14650,-13,-13
14651,0,0
14660,1,1
14661,-13,-13
14670,10,10
14671,1,-11
14680,1,1
14681,-13,-13
14690,2,1
14691,0,0
14700,11,10
14701,-13,-13
14710,0,0
14711,0,0
14720,-13,-13
14721,10,10
14730,-11,2
14731,0,11
14740,-13,-333
14741,1,1
14750,0,-11
14751,1,1
14760,2,2
14761,1,1
14770,-13,-13
14771,11,10
14780,-13,-11
14781,10,10
14790,1,0
14791,1,1
14800,1,1
14801,-11,-11
14810,10,1
14811,-11,-333
14820,-13,-13
14821,-11,-11
14830,10,10
14831,1,1
14840,10,10
14841,11,11
14850,-11,-11
14851,-13,-13
14860,2,2
14861,1,0
14870,-13,-13
14871,1,1
14880,-13,-13
14881,1,1
14890,-13,-13
14891,1,1
14900,-11,-11
14901,1,1
14910,1,1
14911,11,11
14920,-11,1
14921,10,10
14930,10,10
14931,-11,-11
14940,1,1
14941,-13,-13
14950,-11,-11
14951,1,1
14960,-11,-11
14961,-13,-13
14970,0,-11
14971,10,10
14980,10,10
14981,-11,-11
14990,0,0
14991,1,1
15000,10,10
15001,1,1
15010,1,1
15011,-13,-13
15020,10,10
15021,10,10
15030,1,1
15031,-13,-222
15040,1,1
15041,0,0
15050,1,1
15051,1,1
15060,-11,-11
15061,2,1
15070,1,1
15071,0,0
15080,2,1
15081,1,1
15090,-13,-13
15091,10,10
15100,-13,-13
15101,-11,-11
15110,10,10
15111,-13,-13
15120,1,1
15121,1,1
15130,1,1
15131,1,1
15140,-11,-11
15141,1,1
15150,1,1
15151,1,1
15160,-13,-13
15161,11,11
15170,10,11
15171,10,10
15180,1,1
15181,1,1
15190,1,1
15191,-11,-11
15200,10,11
15201,10,10
15210,-13,-13
15211,2,2
15220,0,0
15221,1,0
15230,1,1
15231,1,1
15240,-11,-11
15241,-13,-13
15250,-11,-11
15251,-11,-11
15260,-11,-11
15261,-13,-13
15270,-13,-13
15271,1,1
15280,1,1
15281,-13,-13
15290,10,10
15291,1,1
15300,3,2
15301,10,10
15310,-11,-11
15311,1,1
15320,-13,-13
15321,1,1
15330,1,1
15331,10,0
15340,-13,-13
15341,1,1
15350,-13,-13
15351,-11,-11
15360,1,1
15361,1,1
15370,-13,-13
15371,-13,-13
15380,10,10
15381,1,1
15390,-11,-11
15391,10,11
15400,0,0
15401,0,0
15410,-13,-13
15411,11,11
15420,1,2
15421,2,1
15430,-11,-11
15431,2,2
15440,1,1
15441,0,-222
15450,-11,-11
15451,11,11
15460,-13,-13
15461,1,1
15470,1,1
15471,-13,-13
15480,1,1
15481,-11,-11
15490,1,1
15491,2,2
15500,-11,-11
15501,1,1
15510,10,10
15511,0,0
15520,1,1
15521,-11,-11
15530,-11,-11
15531,10,11
15540,1,1
15541,1,1
15550,2,1
15551,-11,-11
15560,1,1
15561,-13,-13
15570,0,0
15571,-11,-11
15580,10,10
15581,10,10
15590,0,0
15591,0,0
15600,1,1
15601,10,10
15610,0,10
15611,10,10
15620,-13,-13
15621,-11,-11
15630,2,1
15631,-11,-11
15640,-13,-13
15641,-13,-13
15650,11,11
15651,1,1
15660,1,1
15661,10,11
15670,-11,2
15671,1,1
15680,1,2
15681,-13,-13
15690,1,2
15691,10,10
15700,1,1
15701,-11,-11
15710,-13,-13
15711,-11,-11
15720,10,10
15721,10,10
15730,-13,-13
15731,1,1
15740,3,11
15741,1,0
15750,-11,-11
15751,-11,-11
15760,-11,-11
15761,10,10
15770,10,11
15771,1,1
15780,2,1
15781,0,10
15790,0,0
15791,0,0
15800,1,-11
15801,1,1
15810,1,1
15811,2,2
15820,1,1
15821,2,1
15830,0,0
15831,-11,1
15840,-13,1
15841,-11,-11
15850,-13,-13
15851,-13,-13
15860,-13,-333
15861,-11,-11
15870,1,1
15871,-13,-13
15880,10,10
15881,-13,1
15890,2,10
15891,1,10
15900,11,11
15901,-11,-11
15910,10,10
15911,1,2
15920,1,-11
15921,-13,-13
15930,1,11
15931,-11,-11
15940,1,1
15941,10,10
15950,-13,-13
15951,-11,-11
15960,0,0
15961,-13,-13
15970,-13,-13
15971,10,10
15980,0,0
15981,-11,-11
15990,-11,-11
15991,-13,-13
16000,-13,-13
16001,-13,-13
16010,1,1
16011,-13,-13
16020,10,10
16021,-13,-13
16030,1,1
16031,0,0
16040,-13,-333
16041,10,10
16050,1,10
16051,-13,-13
16060,-13,-13
16061,-11,-11
16070,1,1
16071,-11,1
16080,2,2
16081,0,0
16090,10,10
16091,-11,1
16100,11,11
16101,-11,1
16110,-11,-11
16111,0,0
16120,-11,-11
16121,-13,-13
16130,-13,-13
16131,1,1
16140,10,11
16141,2,2
16150,-13,-13
16151,11,11
16160,-13,-13
16161,1,1
16170,10,11
16171,-13,-13
16180,-11,-11
16181,2,2
16190,0,0
16191,0,2
16200,1,1
16201,-11,-11
16210,1,1
16211,11,11
16220,-13,-13
16221,0,0
16230,1,1
16231,1,1
16240,1,1
16241,0,0
16250,-13,-13
16251,-11,-11
16260,3,2
16261,2,2
16270,-11,-11
16271,-13,-13
16280,11,10
16281,0,0
16290,1,1
16291,-13,-13
16300,10,10
16301,10,10
16310,-13,-13
16311,0,0
16320,-13,-13
16321,2,1
16330,10,10
16331,1,1
16340,11,2
16341,0,0
16350,1,1
16351,-11,-11
16360,-11,-11
16361,0,0
16370,1,1
16371,1,1
16380,0,0
16381,2,2
16390,1,-333
16391,-13,-333
16400,-13,0
16401,-13,-13
16410,-13,-13
16411,2,2
16420,1,11
16421,4,11
16430,-13,-13
16431,-13,-13
16440,3,2
16441,10,10
16450,10,10
16451,1,1
16460,0,0
16461,1,1
16470,11,11
16471,1,1
16480,2,1
16481,-11,-11
16490,1,1
16491,10,10
16500,-13,-13
16501,-13,-13
16510,-13,-13
16511,0,0
16520,0,0
16521,0,0
16530,0,0
16531,-13,-13
16540,1,1
16541,1,1
16550,1,1
16551,10,10
16560,10,10
16561,1,1
16570,2,2
16571,10,10
16580,1,1
16581,-11,-11
16590,-11,-333
16591,-11,-11
16600,-11,-11
16601,0,0
16610,-11,-11
16611,-13,-13
16620,0,-13
16621,-11,-11
16630,0,0
16631,0,0
16640,-13,-13
16641,0,0
16650,11,11
16651,0,0
16660,-13,-13
16661,-13,-13
16670,3,2
16671,1,1
16680,-11,-11
16681,10,11
16690,-11,-11
16691,0,0
16700,1,2
16701,0,0
16710,1,1
16711,-11,-11
16720,-11,-11
16721,0,0
16730,2,11
16731,0,1
16740,-13,-13
16741,10,10
16750,-11,-11
16751,0,11
16760,10,10
16761,-13,-13
16770,-13,-13
16771,0,0
16780,10,11
16781,1,1
16790,-11,-11
16791,2,1
16800,1,1
16801,-13,-13
16810,-11,-11
16811,-13,-13
16820,-13,-13
16821,1,2
16830,-11,-11
16831,0,0
16840,1,1
16841,0,1
16850,-13,-13
16851,11,11
16860,-13,-13
16861,-13,-13
16870,10,10
16871,-11,-11
16880,2,1
16881,0,0
16890,1,1
16891,1,1
16900,-13,-13
16901,2,2
16910,1,1
16911,-11,-11
16920,-13,0
16921,2,1
16930,10,10
16931,11,10
16940,-13,-13
16941,-13,0
16950,2,1
16951,0,0
16960,10,11
16961,1,1
16970,-11,1
16971,11,11
16980,10,10
16981,1,2
16990,1,1
16991,2,2
17000,0,10
17001,2,1
17010,10,10
17011,1,1
17020,10,10
17021,-11,-11
17030,-13,-13
17031,1,1
17040,-11,-13
17041,10,10
17050,10,1
17051,1,1
17060,-13,-13
17061,1,0
17070,10,10
17071,10,11
17080,-13,-13
17081,1,1
17090,-11,-11
17091,10,11
17100,10,11
17101,1,2
17110,1,1
17111,-11,-11
17120,1,1
17121,10,10
17130,-11,-11
17131,11,11
17140,0,0
17141,-11,-11
17150,11,10
17151,-13,-13
17160,-13,-13
17161,-13,-13
17170,-11,-11
17171,1,1
17180,-13,-13
17181,1,1
17190,-13,-999
17191,-13,-999
17200,0,0
17201,0,0
17210,10,11
17211,2,11
17220,0,1
17221,10,1
17230,1,1
17231,-13,-13
17240,-11,-11
17241,-13,-13
17250,11,11
17251,1,1
17260,1,1
17261,-11,-11
17270,1,1
17271,-13,-13
17280,10,10
17281,1,1
17290,-11,-11
17291,1,1
17300,-13,-13
17301,-11,-11
17310,0,0
17311,-11,-11
17320,-13,1
17321,0,0
17330,1,1
17331,-13,-13
17340,-11,-11
17341,-11,-11
17350,0,0
17351,-13,-13
17360,1,11
17361,1,1
17370,-13,-13
17371,2,2
17380,-11,-11
17381,10,10
17390,-13,-13
17391,0,0
17400,1,1
17401,1,2
17410,-13,-13
17411,-11,-11
17420,-13,-13
17421,1,-11
17430,-13,-13
17431,1,1
17440,1,1
17441,10,10
17450,1,1
17451,0,1
17460,2,2
17461,-13,-13
17470,-11,-11
17471,11,11
17480,10,10
17481,2,2
17490,1,1
17491,0,0
17500,10,10
17501,-11,-11
17510,1,1
17511,10,1
17520,1,1
17521,2,2
17530,-13,-13
17531,-11,-11
17540,0,0
17541,-11,-11
17550,1,1
17551,-11,-11
17560,-11,-11
17561,2,2
17570,-11,-11
17571,0,0
17580,-11,-11
17581,0,0
17590,-11,-11
17591,-11,-11
17600,-11,-11
17601,1,1
17610,10,10
17611,-11,-11
17620,-13,-13
17621,2,2
17630,1,1
17631,10,11
17640,11,11
17641,-11,-11
17650,-13,-13
17651,0,1
17660,-13,-13
17661,10,10
17670,10,10
17671,-13,-13
17680,2,11
17681,-11,-11
17690,-11,-11
17691,1,1
17700,-13,-13
17701,-13,-13
17710,-13,-13
17711,10,10
17720,1,1
17721,-13,-13
17730,-13,-13
17731,2,1
17740,1,1
17741,-11,-11
17750,-13,-13
17751,-13,-13
17760,1,-333
17761,-11,-11
17770,1,1
17771,-11,-11
17780,-13,-13
17781,0,0
17790,0,0
17791,11,11
17800,10,10
17801,-13,-13
17810,-13,-13
17811,0,0
17820,1,1
17821,11,11
17830,-11,-11
17831,1,1
17840,11,11
17841,1,1
17850,1,1
17851,-13,-13
17860,-11,1
17861,-11,-11
17870,1,1
17871,1,1
17880,-11,-11
17881,1,1
17890,11,10
17891,11,11
17900,1,1
17901,-13,-13
17910,12,11
17911,-13,-13
17920,1,1
17921,0,0
17930,0,1
17931,2,1
17940,1,1
17941,-11,-11
17950,-13,-13
17951,-13,-13
17960,3,2
17961,0,0
17970,0,10
17971,1,-333
17980,1,-11
17981,1,1
17990,0,0
17991,1,1
18000,-11,-11
18001,10,10
18010,10,10
18011,-11,-11
18020,-13,-13
18021,2,2
18030,0,11
18031,1,1
18040,-13,-13
18041,10,10
18050,1,1
18051,0,0
18060,0,0
18061,2,1
18070,-13,-13
18071,10,10
18080,1,0
18081,-13,-13
18090,10,-333
18091,1,2
18100,1,1
18101,-11,-11
18110,-13,-13
18111,-11,-13
18120,1,1
18121,0,0
18130,1,1
18131,10,10
18140,0,0
18141,-11,-11
18150,0,0
18151,-13,-13
18160,1,1
18161,-11,-11
18170,1,1
18171,1,1
18180,-11,-11
18181,-11,-11
18190,11,10
18191,10,10
18200,1,1
18201,1,1
18210,11,11
18211,-11,-11
18220,-13,-13
18221,0,0
18230,-13,-13
