GenID,True,Predicted,PhotonPredicted,Countpions,Countphotons,Countneutrons
97040,-13,-13,-13,0,0,0
97041,-13,-13,-13,0,0,0
97050,1,1,2,1,2,0
97051,-11,-11,-11,0,0,0
97060,10,10,10,3,0,0
97061,1,1,2,1,2,0
97070,0,0,0,1,0,0
97071,1,1,1,1,1,0
97080,1,1,2,1,2,0
97081,-13,-13,-13,0,0,0
97090,11,11,11,3,1,0
97091,-13,-13,-13,0,0,0
97100,-13,-13,-13,0,0,0
97101,2,-11,-11,0,0,0
97110,-11,-11,-11,0,0,0
97111,1,1,2,1,2,0
97120,1,1,2,1,2,0
97121,2,2,4,1,4,0
97130,1,1,2,1,2,0
97131,-11,-11,-11,0,0,0
97140,1,1,2,1,2,0
97141,-13,-13,-13,0,0,0
97150,10,-1,-1,2,0,0
97151,1,12,14,3,4,2
97160,10,11,11,3,1,1
97161,0,0,0,1,0,0
97170,1,-1,-1,2,2,0
97171,0,-20,-20,1,0,1
97180,-13,-13,-13,0,0,0
97181,1,1,2,1,2,0
97190,11,-1,-1,2,2,1
97191,1,1,2,1,2,0
97200,-13,-13,-13,0,0,0
97201,-11,-11,-11,0,0,0
97210,11,11,11,3,1,0
97211,-11,-11,-11,0,0,0
97220,-11,-11,-11,0,0,0
97221,1,1,2,1,2,0
97230,-11,-11,-11,0,0,0
97231,1,1,2,1,2,0
97240,-13,-13,-13,0,0,0
97241,-11,-11,-11,0,0,0
97250,-11,-11,-11,0,0,0
97251,1,1,2,1,2,0
97260,1,1,2,1,2,0
97261,1,1,2,1,2,0
97270,2,2,4,1,4,0
97271,-13,-13,-13,0,0,0
97280,11,-13,-13,0,0,0
97281,10,-1,-1,5,2,2
97290,0,0,0,1,0,0
97291,10,-1,-1,2,0,0
97300,11,-1,-1,2,0,1
97301,-11,-11,-11,0,0,0
97310,-13,-13,-13,0,0,0
97311,1,2,3,1,3,0
97320,2,1,2,1,2,0
97321,11,-11,-11,0,0,0
97330,11,-1,-1,2,2,1
97331,-11,0,0,1,0,0
97340,-13,-13,-13,0,0,0
97341,-13,-13,-13,0,0,0
97350,-13,-13,-13,0,0,0
97351,-13,-13,-13,0,0,0
97360,1,-11,-11,0,0,0
97361,11,-1,-1,2,2,0
97370,1,-1,-1,2,2,0
97371,0,-20,-20,1,0,1
97380,0,-20,-20,1,0,1
97381,2,-1,-1,2,4,0
97390,10,-1,-1,2,0,0
97391,-13,-13,-13,0,0,0
97400,1,-20,-20,1,1,1
97401,10,-1,-1,2,0,0
97410,1,1,2,1,2,0
97411,2,2,3,1,3,0
97420,0,-2,-2,-999,-999,-999
97421,-13,-2,-2,-999,-999,-999
97430,1,0,0,1,0,0
97431,0,-20,-20,1,1,1
97440,-11,0,0,1,0,0
97441,-13,-2,-2,-999,-999,-999
97450,2,-2,-2,-999,-999,-999
97451,-13,-2,-2,-999,-999,-999
97460,2,2,4,1,4,0
97461,0,-1,-1,2,0,0
97470,1,-2,-2,-999,-999,-999
97471,-13,-2,-2,-999,-999,-999
97480,-11,-2,-2,-999,-999,-999
97481,-13,-2,-2,-999,-999,-999
97490,1,-11,-11,0,0,0
97491,2,-2,-2,-999,-999,-999
97500,-11,-11,-11,0,0,0
97501,-11,-11,-11,0,0,0
97510,10,-1,-1,4,0,0
97511,0,0,0,1,0,0
97520,2,2,3,1,3,0
97521,1,1,2,1,2,0
97530,-11,-2,-2,-999,-999,-999
97531,0,-11,-11,0,0,0
97540,1,1,2,1,2,0
97541,0,0,0,1,0,0
97550,-11,-11,-11,0,0,0
97551,1,13,16,3,6,1
97560,2,-11,-11,0,0,0
97561,1,1,2,1,2,0
97570,1,1,1,1,1,0
97571,1,-11,-11,0,0,0
97580,10,-1,-1,2,0,0
97581,2,2,4,1,4,0
97590,1,2,3,1,3,0
97591,1,1,2,1,2,0
97600,-11,-11,-11,0,0,0
97601,1,1,2,1,2,0
97610,1,2,4,1,4,0
97611,1,1,2,1,2,0
97620,0,0,0,1,0,0
97621,-11,-11,-11,0,0,0
97630,-11,-11,-11,0,0,0
97631,-13,-13,-13,0,0,0
97640,-11,-11,-11,0,0,0
97641,1,2,3,1,3,0
97650,-11,-11,-11,0,0,0
97651,-13,-13,-13,0,0,0
97660,-11,-11,-11,0,0,0
97661,1,0,0,1,0,0
97670,1,1,2,1,2,0
97671,1,1,2,1,2,0
97680,1,2,3,1,3,0
97681,10,-1,-1,6,3,3
97690,0,0,0,1,0,0
97691,-11,-11,-11,0,0,0
97700,2,3,5,1,5,0
97701,1,1,2,1,2,0
97710,-11,-11,-11,0,0,0
97711,1,1,1,1,1,0
97720,1,1,2,1,2,0
97721,1,-11,-11,0,0,0
97730,10,10,10,3,0,0
97731,0,0,0,1,0,0
97740,1,1,2,1,2,0
97741,-13,-13,-13,0,0,0
97750,-11,-11,-11,0,0,0
97751,2,2,4,1,4,0
97760,2,5,9,1,11,0
97761,1,1,2,1,2,0
97770,1,1,2,1,2,0
97771,1,1,1,1,1,0
97780,2,2,3,1,3,0
97781,1,1,2,1,2,0
97790,1,-11,-11,0,0,0
97791,1,-2,-2,-999,-999,-999
97800,-13,-13,-13,0,0,0
97801,10,10,10,3,0,1
97810,-11,-2,-2,-999,-999,-999
97811,10,10,10,3,0,0
97820,10,-1,-1,4,1,0
97821,11,11,12,3,2,0
97830,-11,-11,-11,0,0,0
97831,-11,-11,-11,0,0,0
97840,0,0,0,1,0,0
97841,-13,-13,-13,0,0,0
97850,1,1,2,1,2,0
97851,0,0,0,1,0,0
97860,-13,-13,-13,0,0,0
97861,-13,-13,-13,0,0,0
97870,2,2,4,1,4,0
97871,-11,-11,-11,0,0,0
97880,0,0,0,1,0,0
97881,1,1,2,1,2,0
97890,1,1,1,1,1,0
97891,-11,-11,-11,0,0,0
97900,1,-1,-1,2,1,0
97901,-13,-13,-13,0,0,0
97910,2,1,1,1,1,0
97911,1,1,2,1,2,0
97920,-13,-13,-13,0,0,0
97921,10,-11,-11,0,0,0
97930,10,10,10,3,0,0
97931,12,12,14,3,4,0
97940,1,2,3,1,3,0
97941,-11,-11,-11,0,0,0
97950,10,10,10,3,0,0
97951,0,-1,-1,2,0,0
97960,10,-1,-1,2,0,0
97961,2,2,4,1,4,0
97970,2,-11,-11,0,0,0
97971,10,-1,-1,2,0,0
97980,1,-1,-1,2,2,0
97981,11,11,11,3,1,0
97990,2,-1,-1,2,3,0
97991,-11,-11,-11,0,0,0
98000,-13,-13,-13,0,0,0
98001,1,-13,-13,0,0,0
98010,1,1,2,1,2,0
98011,-13,-13,-13,0,0,0
98020,-11,-11,-11,0,0,0
98021,-11,0,0,1,0,0
98030,1,0,0,1,0,0
98031,10,-20,-20,1,0,2
98040,0,0,0,1,0,0
98041,2,2,3,1,3,0
98050,1,-1,-1,2,1,1
98051,-13,-13,-13,0,0,0
98060,11,11,12,3,2,0
98061,2,2,3,1,3,0
98070,2,3,5,1,5,0
98071,-13,-13,-13,0,0,0
98080,0,0,0,1,0,0
98081,-13,-13,-13,0,0,0
98090,1,1,2,1,2,0
98091,-11,-11,-11,0,0,0
98100,1,0,0,1,0,0
98101,-13,-13,-13,0,0,0
98110,0,0,0,1,0,0
98111,0,0,0,1,0,0
98120,0,0,0,1,0,0
98121,0,0,0,1,0,0
98130,10,11,11,3,1,2
98131,10,-1,-1,2,0,2
98140,1,-20,-20,1,1,1
98141,1,-2,-2,-999,-999,-999
98150,-13,-2,-2,-999,-999,-999
98151,1,-20,-20,1,2,1
98160,-11,-11,-11,0,0,0
98161,2,2,3,1,3,0
98170,2,2,4,1,4,0
98171,10,-1,-1,4,2,1
98180,0,0,0,1,0,0
98181,0,0,0,1,0,0
98190,1,1,2,1,2,0
98191,1,-11,-11,0,0,0
98200,0,0,0,1,0,0
98201,1,1,2,1,2,0
98210,1,1,2,1,2,0
98211,2,2,3,1,3,0
98220,1,1,2,1,2,0
98221,-11,-11,-11,0,0,0
98230,0,0,0,1,0,0
98231,-11,-11,-11,0,0,0
98240,1,1,1,1,1,0
98241,1,1,2,1,2,0
98250,0,0,0,1,0,0
98251,0,0,0,1,0,0
98260,0,0,0,1,0,0
98261,2,2,4,1,4,0
98270,11,-1,-1,4,2,0
98271,-11,-11,-11,0,0,0
98280,-11,-11,-11,0,0,0
98281,1,1,1,1,1,0
98290,-11,-11,-11,0,0,0
98291,0,0,0,1,0,0
98300,-13,-2,-2,-999,-999,-999
98301,-13,-13,-13,0,0,0
98310,1,1,1,1,1,0
98311,2,-1,-1,2,3,0
98320,1,1,2,1,2,0
98321,-13,-13,-13,0,0,0
98330,1,1,2,1,2,0
98331,0,0,0,1,0,0
98340,-13,-13,-13,0,0,0
98341,-11,-11,-11,0,0,0
98350,1,1,2,1,2,0
98351,-13,-13,-13,0,0,0
98360,-11,-11,-11,0,0,0
98361,1,1,1,1,1,0
98370,0,1,1,1,1,0
98371,0,-1,-1,6,2,4
98380,10,10,10,3,0,0
98381,11,-1,-1,2,2,0
98390,1,1,2,1,2,0
98391,0,-11,-11,0,0,0
98400,1,1,2,1,2,0
98401,2,2,4,1,4,0
98410,12,12,14,3,4,0
98411,1,1,1,1,1,0
98420,-11,-11,-11,0,0,0
98421,1,1,1,1,1,0
98430,-11,-11,-11,0,0,0
98431,-13,-13,-13,0,0,0
98440,10,10,10,3,0,0
98441,1,1,1,1,1,0
98450,0,0,0,1,0,0
98451,10,0,0,1,0,0
98460,-13,-13,-13,0,0,0
98461,10,-11,-11,0,0,0
98470,0,0,0,1,0,0
98471,-11,-11,-11,0,0,0
98480,-13,-13,-13,0,0,0
98481,0,0,0,1,0,0
98490,0,0,0,1,0,0
98491,0,-1,-1,2,4,0
98500,11,-1,-1,2,3,2
98501,0,-13,-13,0,0,0
98510,0,0,0,1,0,0
98511,1,1,2,1,2,0
98520,-13,-13,-13,0,0,0
98521,10,-1,-1,2,2,0
98530,10,-1,-1,2,0,0
98531,2,3,5,1,5,0
98540,-13,-13,-13,0,0,0
98541,-11,-11,-11,0,0,0
98550,-13,-13,-13,0,0,0
98551,-11,-11,-11,0,0,0
98560,-13,-13,-13,0,0,0
98561,-11,-11,-11,0,0,0
98570,-13,-13,-13,0,0,0
98571,-11,-11,-11,0,0,0
98580,2,2,4,1,4,0
98581,-11,-11,-11,0,0,0
98590,0,-13,-13,0,0,0
98591,-13,-13,-13,0,0,0
98600,-11,-11,-11,0,0,0
98601,11,-1,-1,2,2,1
98610,0,0,0,1,0,0
98611,-13,-13,-13,0,0,0
98620,2,2,3,1,3,0
98621,-11,-11,-11,0,0,0
98630,-13,-13,-13,0,0,0
98631,-13,-13,-13,0,0,0
98640,1,1,2,1,2,0
98641,10,-20,-20,1,1,1
98650,-11,-11,-11,0,0,0
98651,1,1,2,1,2,0
98660,-13,-13,-13,0,0,0
98661,-11,-11,-11,0,0,0
98670,1,-2,-2,-999,-999,-999
98671,0,0,0,1,0,0
98680,1,1,2,1,2,0
98681,1,2,3,1,3,0
98690,10,-1,-1,4,0,0
98691,10,10,10,3,0,0
98700,1,-11,-11,0,0,0
98701,-13,-13,-13,0,0,0
98710,1,1,2,1,2,0
98711,10,10,10,3,0,2
98720,0,0,0,1,0,0
98721,-11,-11,-11,0,0,0
98730,-11,-13,-13,0,0,0
98731,-13,-13,-13,0,0,0
98740,1,-11,-11,0,0,0
98741,1,1,2,1,2,0
98750,10,-20,-20,1,0,2
98751,10,-11,-11,0,0,0
98760,0,0,0,1,0,0
98761,0,0,0,1,0,0
98770,1,-1,-1,2,3,0
98771,-13,-13,-13,0,0,0
98780,-11,-11,-11,0,0,0
98781,-13,-13,-13,0,0,0
98790,1,1,1,1,1,0
98791,1,-13,-13,0,0,0
98800,11,-1,-1,2,2,0
98801,-11,0,0,1,0,0
98810,2,1,2,1,2,0
98811,-11,-11,-11,0,0,0
98820,10,-1,-1,2,0,0
98821,-11,-2,-2,-999,-999,-999
98830,-11,-11,-11,0,0,0
98831,-11,-11,-11,0,0,0
98840,-11,-11,-11,0,0,0
98841,-11,-11,-11,0,0,0
98850,-11,-2,-2,-999,-999,-999
98851,-13,-2,-2,-999,-999,-999
98860,-13,-2,-2,-999,-999,-999
98861,-11,-2,-2,-999,-999,-999
98870,3,-2,-2,-999,-999,-999
98871,1,0,0,1,0,0
98880,1,-2,-2,-999,-999,-999
98881,-13,-2,-2,-999,-999,-999
98890,2,0,0,1,0,0
98891,2,3,5,1,5,0
98900,1,1,2,1,2,0
98901,-11,-2,-2,-999,-999,-999
98910,0,0,0,1,0,0
98911,-13,-13,-13,0,0,0
98920,2,-20,-20,1,2,1
98921,10,0,0,1,0,0
98930,-13,-13,-13,0,0,0
98931,1,1,2,1,2,0
98940,1,1,2,1,2,0
98941,1,1,2,1,2,0
98950,-11,-11,-11,0,0,0
98951,1,1,1,1,1,0
98960,-13,-13,-13,0,0,0
98961,10,-1,-1,2,0,0
98970,1,-11,-11,0,0,0
98971,-13,-13,-13,0,0,0
98980,1,1,2,1,2,0
98981,-11,-11,-11,0,0,0
98990,1,1,2,1,2,0
98991,10,10,10,3,0,0
99000,10,-1,-1,2,0,1
99001,3,-11,-11,0,0,0
99010,10,10,10,3,0,0
99011,1,1,2,1,2,0
99020,-11,-11,-11,0,0,0
99021,2,2,3,1,3,0
99030,-11,-11,-11,0,0,0
99031,-13,-13,-13,0,0,0
99040,1,-2,-2,-999,-999,-999
99041,0,0,0,1,0,0
99050,1,1,2,1,2,0
99051,1,1,2,1,2,0
99060,-11,-11,-11,0,0,0
99061,0,-2,-2,-999,-999,-999
99070,1,1,2,1,2,0
99071,-11,-11,-11,0,0,0
99080,1,1,2,1,2,0
99081,0,0,0,1,0,0
99090,-13,-2,-2,-999,-999,-999
99091,10,-20,-20,1,0,2
99100,-11,-11,-11,0,0,0
99101,1,-2,-2,-999,-999,-999
99110,3,2,4,1,4,0
99111,1,2,3,1,3,0
99120,-11,-11,-11,0,0,0
99121,1,1,2,1,2,0
99130,-1,-1,-1,4,0,0
99131,-11,-11,-11,0,0,0
99140,2,-20,-20,1,3,1
99141,-13,-13,-13,0,0,0
99150,0,-1,-1,2,0,0
99151,-11,-11,-11,0,0,0
99160,10,-1,-1,4,1,1
99161,1,12,13,3,3,0
99170,1,1,2,1,2,0
99171,-13,-13,-13,0,0,0
99180,-11,-11,-11,0,0,0
99181,-13,-13,-13,0,0,0
99190,-11,-11,-11,0,0,0
99191,2,-2,-2,-999,-999,-999
99200,1,1,2,1,2,0
99201,3,3,6,1,6,0
99210,-13,-13,-13,0,0,0
99211,0,0,0,1,0,0
99220,3,2,3,1,3,0
99221,-13,-13,-13,0,0,0
99230,10,-1,-1,2,0,1
99231,-11,-2,-2,-999,-999,-999
99240,2,2,4,1,4,0
99241,-13,-13,-13,0,0,0
99250,-11,-11,-11,0,0,0
99251,11,11,12,3,2,0
99260,-13,-13,-13,0,0,0
99261,-11,-2,-2,-999,-999,-999
99270,-11,-11,-11,0,0,0
99271,2,12,13,3,3,0
99280,-13,-13,-13,0,0,0
99281,2,1,2,1,2,0
99290,1,1,2,1,2,0
99291,10,-1,-1,7,0,2
99300,0,0,0,1,0,0
99301,1,-1,-1,2,3,0
99310,1,1,2,1,2,0
99311,-11,-11,-11,0,0,0
99320,2,2,3,1,3,0
99321,1,2,3,1,3,0
99330,-13,-13,-13,0,0,0
99331,1,1,2,1,2,0
99340,1,1,1,1,1,0
99341,1,0,0,1,0,0
99350,10,11,12,3,2,0
99351,10,10,10,3,0,0
99360,-13,-13,-13,0,0,0
99361,-13,-13,-13,0,0,0
99370,-13,-13,-13,0,0,0
99371,1,1,2,1,2,0
99380,-13,-13,-13,0,0,0
99381,-13,-13,-13,0,0,0
99390,2,13,15,3,5,0
99391,-11,-11,-11,0,0,0
99400,1,-1,-1,4,6,0
99401,1,-2,-2,-999,-999,-999
99410,-13,-13,-13,0,0,0
99411,2,2,4,1,4,0
99420,0,0,0,1,0,0
99421,1,1,1,1,1,0
99430,1,-11,-11,0,0,0
99431,1,1,2,1,2,0
99440,11,-1,-1,5,4,0
99441,-11,-11,-11,0,0,0
99450,-13,-13,-13,0,0,0
99451,1,1,1,1,1,0
99460,0,0,0,1,0,0
99461,10,10,10,3,0,0
99470,0,0,0,1,0,0
99471,-13,-13,-13,0,0,0
99480,1,-1,-1,2,2,0
99481,0,0,0,1,0,0
99490,-11,-11,-11,0,0,0
99491,-11,-11,-11,0,0,0
99500,-11,-11,-11,0,0,0
99501,10,10,10,3,0,0
99510,-13,-13,-13,0,0,0
99511,-11,-11,-11,0,0,0
99520,0,0,0,1,0,0
99521,1,-2,-2,-999,-999,-999
99530,-13,-13,-13,0,0,0
99531,1,1,2,1,2,0
99540,-13,-13,-13,0,0,0
99541,1,1,1,1,1,0
99550,1,1,2,1,2,0
99551,2,-13,-13,0,0,0
99560,-11,-11,-11,0,0,0
99561,2,2,3,1,3,0
99570,11,10,10,3,0,0
99571,10,12,13,3,3,1
99580,1,1,1,1,1,0
99581,1,1,2,1,2,0
99590,11,-1,-1,2,1,0
99591,1,1,1,1,1,0
99600,-11,-11,-11,0,0,0
99601,-11,-11,-11,0,0,0
99610,10,10,10,3,0,0
99611,1,1,2,1,2,0
99620,-11,-11,-11,0,0,0
99621,11,-1,-1,2,2,1
99630,10,0,0,1,0,0
99631,1,-11,-11,0,0,0
99640,2,1,2,1,2,0
99641,1,1,2,1,2,0
99650,1,-1,-1,2,2,0
99651,1,-1,-1,2,2,0
99660,1,1,1,1,1,0
99661,1,2,3,1,3,0
99670,0,0,0,1,0,0
99671,-11,-11,-11,0,0,0
99680,10,-20,-20,1,0,1
99681,-11,-11,-11,0,0,0
99690,-11,-11,-11,0,0,0
99691,-13,-13,-13,0,0,0
99700,1,1,2,1,2,0
99701,2,2,4,1,4,0
99710,11,-1,-1,4,0,0
99711,-11,0,0,1,0,0
99720,-11,-11,-11,0,0,0
99721,1,-1,-1,2,3,0
99730,-13,-13,-13,0,0,0
99731,-11,-11,-11,0,0,0
99740,2,2,4,1,4,0
99741,0,0,0,1,0,0
99750,1,1,2,1,2,0
99751,1,-1,-1,2,1,0
99760,1,-13,-13,0,0,0
99761,2,2,3,1,3,0
99770,10,10,10,3,0,0
99771,-11,-11,-11,0,0,0
99780,1,-1,-1,2,5,2
99781,1,1,2,1,2,0
99790,1,-13,-13,0,0,0
99791,0,0,0,1,0,0
99800,-13,-13,-13,0,0,0
99801,1,1,1,1,1,0
99810,-11,-11,-11,0,0,0
99811,0,0,0,1,0,0
99820,1,1,2,1,2,0
99821,1,1,1,1,1,0
99830,2,-20,-20,1,3,1
99831,1,-20,-20,1,1,1
99840,10,10,10,3,0,0
99841,-11,-11,-11,0,0,0
99850,1,0,0,1,0,0
99851,1,1,1,1,1,0
99860,0,0,0,1,0,0
99861,1,-20,-20,1,2,1
99870,2,-1,-1,2,4,0
99871,1,1,2,1,2,0
99880,1,1,1,1,1,0
99881,1,1,2,1,2,0
99890,1,1,1,1,1,0
99891,-11,-11,-11,0,0,0
99900,1,1,2,1,2,0
99901,1,1,2,1,2,0
99910,11,-1,-1,5,1,1
99911,1,1,1,1,1,0
99920,3,2,4,1,4,0
99921,-11,-11,-11,0,0,0
99930,-11,-11,-11,0,0,0
99931,0,0,0,1,0,0
99940,-11,-11,-11,0,0,0
99941,10,10,10,3,0,0
99950,-11,-11,-11,0,0,0
99951,1,1,2,1,2,0
99960,1,1,1,1,1,0
99961,10,-11,-11,0,0,0
99970,-13,-13,-13,0,0,0
99971,-13,-13,-13,0,0,0
99980,-13,-13,-13,0,0,0
99981,11,11,12,3,2,0
99990,11,-11,-11,0,0,0
99991,2,-11,-11,0,0,0
100000,-11,-11,-11,0,0,0
100001,1,1,1,1,1,0
100010,-13,-13,-13,0,0,0
100011,-13,-13,-13,0,0,0
100020,-11,-11,-11,0,0,0
100021,1,1,2,1,2,0
100030,-13,-13,-13,0,0,0
100031,10,10,10,3,0,0
100040,2,2,3,1,3,0
100041,2,2,3,1,3,0
100050,1,1,1,1,1,0
100051,-13,-13,-13,0,0,0
100060,2,2,4,1,4,0
100061,-11,-11,-11,0,0,0
100070,-11,-11,-11,0,0,0
100071,2,3,5,1,5,0
100080,-11,-11,-11,0,0,0
100081,10,-1,-1,2,0,1
100090,-11,-11,-11,0,0,0
100091,-13,-13,-13,0,0,0
100100,1,-11,-11,0,0,0
100101,0,0,0,1,0,0
100110,10,11,11,3,1,0
100111,-13,-2,-2,-999,-999,-999
100120,1,2,3,1,3,0
100121,0,0,0,1,0,0
100130,2,1,2,1,2,0
100131,11,-1,-1,2,2,0
100140,-13,-13,-13,0,0,0
100141,2,2,4,1,4,0
100150,-11,-11,-11,0,0,0
100151,10,12,13,3,3,0
100160,0,0,0,1,0,0
100161,12,-1,-1,2,5,0
100170,-13,-13,-13,0,0,0
100171,1,1,1,1,1,0
100180,0,0,0,1,0,0
100181,2,2,3,1,3,0
100190,1,1,2,1,2,0
100191,1,1,2,1,2,0
100200,-13,-13,-13,0,0,0
100201,0,0,0,1,0,0
100210,1,1,2,1,2,0
100211,-11,-11,-11,0,0,0
100220,11,-11,-11,0,0,0
100221,0,0,0,1,0,0
100230,1,1,2,1,2,0
100231,-13,-13,-13,0,0,0
100240,1,-2,-2,-999,-999,-999
100241,2,2,4,1,4,0
100250,0,-20,-20,1,1,1
100251,-11,-2,-2,-999,-999,-999
100260,-11,-11,-11,0,0,0
100261,0,0,0,1,0,0
100270,-11,-11,-11,0,0,0
100271,10,-1,-1,2,0,0
100280,1,0,0,1,0,0
100281,11,-11,-11,0,0,0
100290,-13,-13,-13,0,0,0
100291,-11,-11,-11,0,0,0
100300,-11,-11,-11,0,0,0
100301,1,1,2,1,2,0
100310,1,1,2,1,2,0
100311,1,-13,-13,0,0,0
100320,0,0,0,1,0,0
100321,2,13,15,3,5,1
100330,1,1,1,1,1,0
100331,11,-20,-20,1,2,2
100340,-13,-13,-13,0,0,0
100341,10,10,10,3,0,1
100350,11,-1,-1,2,2,0
100351,-11,-11,-11,0,0,0
100360,10,-1,-1,2,2,0
100361,1,1,1,1,1,0
100370,-11,-11,-11,0,0,0
100371,0,0,0,1,0,0
100380,10,10,10,3,0,0
100381,1,2,4,1,4,0
100390,2,12,13,3,3,0
100391,-13,-13,-13,0,0,0
100400,1,1,2,1,2,0
100401,-13,-13,-13,0,0,0
100410,1,1,2,1,2,0
100411,1,2,3,1,3,0
100420,-11,-11,-11,0,0,0
100421,1,1,2,1,2,0
100430,-11,-11,-11,0,0,0
100431,1,1,2,1,2,0
100440,-11,-11,-11,0,0,0
100441,2,2,4,1,4,0
100450,-11,-11,-11,0,0,0
100451,-13,-13,-13,0,0,0
100460,0,0,0,1,0,0
100461,10,10,10,3,0,1
100470,1,-1,-1,2,2,0
100471,1,1,1,1,1,0
100480,0,0,0,1,0,0
100481,1,-1,-1,2,2,1
100490,1,1,1,1,1,0
100491,10,10,10,3,0,0
100500,1,1,2,1,2,0
100501,0,0,0,1,0,0
100510,2,3,5,1,5,0
100511,-13,-13,-13,0,0,0
100520,1,-20,-20,1,8,2
100521,0,0,0,1,0,0
100530,10,10,10,3,0,0
100531,-11,-11,-11,0,0,0
100540,0,0,0,1,0,0
100541,-13,-13,-13,0,0,0
100550,-11,-11,-11,0,0,0
100551,-11,-11,-11,0,0,0
100560,-11,-11,-11,0,0,0
100561,1,1,2,1,2,0
100570,11,-1,-1,2,2,1
100571,-13,-13,-13,0,0,0
100580,-11,-11,-11,0,0,0
100581,2,2,3,1,3,0
100590,-11,-11,-11,0,0,0
100591,2,2,4,1,4,0
100600,-11,-11,-11,0,0,0
100601,1,1,1,1,1,0
100610,2,2,3,1,3,0
100611,10,10,10,3,0,0
100620,1,1,2,1,2,0
100621,-11,-11,-11,0,0,0
100630,10,-1,-1,2,0,1
100631,-11,-11,-11,0,0,0
100640,-11,-11,-11,0,0,0
100641,1,-1,-1,2,10,0
100650,0,0,0,1,0,0
100651,0,0,0,1,0,0
100660,1,-11,-11,0,0,0
100661,1,10,10,3,0,0
100670,10,10,10,3,0,0
100671,1,1,1,1,1,0
100680,-11,-11,-11,0,0,0
100681,-13,-13,-13,0,0,0
100690,-11,-11,-11,0,0,0
100691,10,-1,-1,2,0,2
100700,1,1,2,1,2,0
100701,0,0,0,1,0,0
100710,0,-11,-11,0,0,0
100711,0,0,0,1,0,0
100720,11,-1,-1,6,5,0
100721,1,-11,-11,0,0,0
100730,-13,-13,-13,0,0,0
100731,1,-2,-2,-999,-999,-999
100740,-11,-11,-11,0,0,0
100741,0,0,0,1,0,0
100750,1,1,2,1,2,0
100751,1,1,2,1,2,0
100760,1,1,1,1,1,0
100761,1,1,2,1,2,0
100770,11,-11,-11,0,0,0
100771,-11,-11,-11,0,0,0
100780,-11,-11,-11,0,0,0
100781,1,1,1,1,1,0
100790,-11,-11,-11,0,0,0
100791,2,-2,-2,-999,-999,-999
100800,1,2,3,1,3,0
100801,3,3,5,1,5,0
100810,1,-20,-20,1,2,1
100811,-13,-13,-13,0,0,0
100820,10,10,10,3,0,1
100821,11,-1,-1,5,7,0
100830,2,-1,-1,2,4,0
100831,1,2,4,1,4,0
100840,1,-13,-13,0,0,0
100841,2,0,0,1,0,0
100850,11,-1,-1,2,2,1
100851,10,-1,-1,4,0,0
100860,1,2,4,1,4,0
100861,-13,-13,-13,0,0,0
100870,-11,-2,-2,-999,-999,-999
100871,-11,-11,-11,0,0,0
100880,-11,-11,-11,0,0,0
100881,-13,0,0,1,0,0
100890,0,0,0,1,0,0
100891,-11,-11,-11,0,0,0
100900,0,0,0,1,0,0
100901,-11,-11,-11,0,0,0
100910,10,-1,-1,2,0,0
100911,1,1,2,1,2,0
100920,-13,-13,-13,0,0,0
100921,10,-1,-1,2,0,1
100930,0,0,0,1,0,0
100931,-13,-13,-13,0,0,0
100940,1,1,2,1,2,0
100941,1,1,2,1,2,0
100950,1,1,2,1,2,0
100951,1,1,2,1,2,0
100960,2,2,4,1,4,0
100961,1,1,2,1,2,0
100970,-11,-11,-11,0,0,0
100971,1,2,3,1,3,0
100980,1,1,1,1,1,0
100981,10,10,10,3,0,0
100990,2,1,1,1,1,0
100991,0,0,0,1,0,0
101000,-11,-11,-11,0,0,0
101001,-13,-13,-13,0,0,0
101010,-11,-11,-11,0,0,0
101011,1,1,1,1,1,0
101020,1,-1,-1,2,1,0
101021,1,1,2,1,2,0
101030,10,-1,-1,7,2,0
101031,11,-1,-1,4,1,0
101040,10,-1,-1,2,0,0
101041,0,0,0,1,0,0
101050,11,-13,-13,0,0,0
101051,1,1,2,1,2,0
101060,-13,-13,-13,0,0,0
101061,-11,-11,-11,0,0,0
101070,11,-1,-1,4,2,0
101071,-11,-2,-2,-999,-999,-999
101080,-13,-13,-13,0,0,0
101081,-13,0,0,1,0,0
101090,1,1,2,1,2,0
101091,0,0,0,1,0,0
101100,10,-1,-1,4,1,0
101101,2,2,4,1,4,0
101110,-13,-13,-13,0,0,0
101111,1,1,2,1,2,0
101120,-13,-13,-13,0,0,0
101121,-13,-13,-13,0,0,0
101130,-11,-11,-11,0,0,0
101131,1,1,1,1,1,0
101140,1,1,2,1,2,0
101141,-11,-11,-11,0,0,0
101150,1,-11,-11,0,0,0
101151,10,0,0,1,0,0
101160,1,1,1,1,1,0
101161,3,2,3,1,3,0
101170,0,0,0,1,0,0
101171,-13,-13,-13,0,0,0
101180,-13,-13,-13,0,0,0
101181,10,-1,-1,4,0,0
101190,-11,-11,-11,0,0,0
101191,2,2,4,1,4,0
101200,2,1,2,1,2,0
101201,0,0,0,1,0,0
101210,-13,-13,-13,0,0,0
101211,1,1,2,1,2,0
101220,10,0,0,1,0,0
101221,3,3,6,1,6,0
101230,-13,-13,-13,0,0,0
101231,-13,-13,-13,0,0,0
101240,1,-11,-11,0,0,0
101241,1,1,2,1,2,0
